ID|URL|ALEPHIDN|WEBSCHNITT|INTERVALL_H|EBENEN|GATHER_DIR|LAST_ENTRY|LAST_GATHER|LAST_INGEST|TOLOAD_DIR|STATUS|LAST_PID|USR_STAT|ENTRY_DATE|EXTENDED_TEXT|IGNORE_ROBOTS|DEACT_MSG 
66|http://www.rheinhessen.de/|null|J|4320|null|/storage/gather/rlb01_20071017093604|17.10.2007 09:35:19|17.10.2007 10:56:05|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20071017093604|NI|null|AK|null|null|null|null
67|http://www.flippermuseum.eu/|null|J|8640|null|/storage/gather/rlb01_20071017093905|17.10.2007 09:38:46|17.10.2007 09:39:13|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20071017093905|NI|null|AK|null|null|null|null
71|http://www.gemeinde-asbach.de/|HT015366759|J|4320|null|/storage/gather/rlb01_20071017094405|04.12.2007 10:20:10|04.11.2014 17:00:33|04.11.2014 18:13:21|null|S |5843594|AK|null|null|null|null
69|http://www.tu-was.net/|null|J|8640|null|/storage/gather/rlb01_20071017094306|17.10.2007 09:42:22|17.10.2007 09:43:27|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20071017094306|NI|null|AK|null|null|null|null
70|http://www.jantzen-art.de/|null|J|8640|null|/storage/gather/rlb01_20071017094307|17.10.2007 09:42:38|17.10.2007 09:43:12|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20071017094307|NI|null|AK|null|null|null|null
121|http://www.hvv-gladbach.de/|HT015360523|J|17280|null|/storage/gather/rlb01_20071122093606|28.11.2007 11:53:24|21.10.2013 10:50:27|21.10.2013 11:01:45|null|S |5351397|AK|22.11.2007 09:35:55|null|null|null
122|http://www.kult-ur-institut.de/cms/index.php|null|J|4320|null|/storage/gather/rlb01_20071122093706|22.11.2007 09:36:53|22.11.2007 09:52:37|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20071122093706|NI|null|AK|22.11.2007 09:36:53|null|null|null
182|http://www.lbz-rlp.de/cms/rlb/service/veranstaltungen/erspaeht/index.html|HT015370116|N|0|null|/storage/gather/rlb01_20071206112905|06.12.2007 11:34:57|06.12.2007 11:29:48|06.12.2007 11:35:21|null|S |2238473|AK|06.12.2007 11:28:26|null|null|null
223|http://www.bundesgartenschau-koblenz.de/|HT015398211|J|8640|null|/storage/gather/rlb01_20080111113406|11.01.2008 12:18:46|09.12.2014 18:20:33|14.12.2013 18:23:09|null|GF|5416150|AK|11.01.2008 11:33:26|null|null|null
342|http://www.mgv-holzappel.de/|HT015584702|J|17280|null|/storage/gather/rlb01_20080703084606|03.07.2008 08:45:25|02.06.2014 09:00:31|05.06.2014 11:42:36|null|S |5631433|AK|03.07.2008 08:45:25|null|null|null
1362|http://www.eulenfisch.de/|HT017389912|J|4320|null|/storage/gather/rlb01_20120917141022|17.09.2012 14:02:56|04.11.2014 17:00:46|04.11.2014 18:13:47|null|S |5843596|AK|17.09.2012 14:02:56|null|null|null
501|http://www.marienstatt.bildung-rp.de/|null|J|4320|null|/storage/gather/rlb01_20090504155609|04.05.2009 15:55:09|04.05.2009 21:58:32|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20090504155609|NI|null|AK|04.05.2009 15:55:09|null|null|null
601|http://www.koblenz-media.de/|null|J|4320|null|/storage/gather/rlb01_20090615100210|15.06.2009 10:01:37|16.06.2009 01:05:13|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20090615100210|NI|null|AK|15.06.2009 10:01:37|null|null|null
722|http://www.kinderuni-koblenz.de/|null|J|8640|null|/storage/gather/rlb01_20091218075916|18.12.2009 07:58:52|18.12.2009 07:59:19|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20091218075916|NI|null|AK|18.12.2009 07:58:52|null|null|null
841|http://www.realschule-polch.de/|null|J|4320|null|/storage/gather/rlb01_20100107104213|07.01.2010 10:41:56|07.01.2010 10:43:17|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20100107104213|NI|null|AK|07.01.2010 10:41:56|null|null|null
842|http://www.igs-maifeld.de|null|J|4320|null|/storage/gather/rlb01_20100107104313|07.01.2010 10:42:06|07.01.2010 10:57:14|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20100107104313|NI|null|AK|07.01.2010 10:42:06|null|null|null
883|http://www.historientuerme-lahnstein.de/|null|J|8640|null|/storage/gather/rlb01_20100118181214|18.01.2010 18:11:27|18.01.2010 18:13:41|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20100118181214|NI|null|AK|18.01.2010 18:11:27|null|null|null
901|http://www.peppix.de/|null|J|4320|null|/storage/gather/rlb01_20100119084014|19.01.2010 08:39:26|19.01.2010 10:23:47|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20100119084014|NI|null|AK|19.01.2010 08:39:26|null|null|null
902|http://www.mendelssohn-koblenz.de/|null|J|8640|null|/storage/gather/rlb01_20100119092014|19.01.2010 09:19:44|19.01.2010 09:21:36|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20100119092014|NI|null|AK|19.01.2010 09:19:44|null|null|null
903|www.burgen-rlp.de|TT002234546|J|4320|50|/storage/gather/rlb01_20100119093114|13.02.2013 12:50:49|04.02.2015 22:11:00|04.02.2015 23:12:42|null|S |5996926|AK|19.01.2010 09:30:15|null|null|null
909|http://www.johannes-gymnasium.de/johnny1/Moment/Index.html|null|J|4320|null|/storage/gather/rlb01_20100121085615|21.01.2010 08:55:32|21.01.2010 08:58:49|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20100121085615|NI|null|AK|21.01.2010 08:55:32|null|null|null
941|http://www.agenda21.rlp.de/|null|J|8640|null|/storage/gather/rlb01_20100126082714|26.01.2010 08:26:58|26.01.2010 08:35:01|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20100126082714|NI|null|AK|26.01.2010 08:26:58|null|null|null
82|www.österreich.at|null|J|4320|null|/storage/gather/rlb01_20071106113906|06.11.2007 11:38:11|07.11.2007 04:20:13|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20071106113906|NI|null|AK|06.11.2007 11:38:11|null|null|null
81|www.kirmes-mülhofen.de|HT015395137|J|4320|null|/storage/gather/rlb01_20071106113605|18.05.2012 13:24:43|04.05.2012 10:25:23|21.11.2008 09:15:53|Domain existiert nicht mehr; DA Kuss 18.05.2012|GF|2673103|DA|06.11.2007 11:35:20|null|null|null
141|http://www.vvd.dattenberg.net/|HT015364190|J|8640|null|/storage/gather/rlb01_20071122103106|30.11.2007 10:39:51|22.05.2014 20:40:26|05.06.2014 11:52:06|null|S |5631441|AK|22.11.2007 10:30:22|null|null|null
142|http://www.kunststimmen-gegen-armut.de/|null|J|8640|null|/storage/gather/rlb01_20071122103306|22.11.2007 10:32:16|22.11.2007 10:35:44|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20071122103306|NI|null|AK|22.11.2007 10:32:16|null|null|null
261|www.dirx.de|HT014555373|N|0|null|/storage/gather/rlb01_20080215152520|15.02.2008 15:24:24|15.02.2008 15:25:35|15.02.2008 15:26:15|null|S |2297180|AK|15.02.2008 15:24:24|null|null|null
301|http://www.winzersprache.de/|HT014844958|J|4320|null|/storage/gather/rlb01_20080415144406|15.04.2008 14:43:41|13.12.2014 23:20:31|17.06.2014 18:22:11|null|GF|5647878|AK|15.04.2008 14:43:41|null|null|null
1222|http://www.regionalgeschichte.net/|null|J|4320|null|/storage/gather/rlb01_20111212130716|12.12.2011 13:06:10|13.12.2011 03:55:55|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20111212130716|NI|null|AK|12.12.2011 13:06:10|null|null|null
1102|http://www.naves-historia.de/|null|J|8640|null|/storage/gather/rlb01_20110404143315|04.04.2011 14:32:37|04.04.2011 14:38:08|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20110404143315|NI|null|AK|04.04.2011 14:32:37|null|null|null
546|http://kulturland.rlp.de/|TT002234943|J|4320|6|/storage/gather/rlb01_20090526082609|12.12.2014 16:46:30|12.12.2014 23:00:57|12.12.2014 23:37:24|null|S |5918970|AK|26.05.2009 08:25:21|N|N|null
728|http://www.naves-historia.de/|null|J|8640|null|/storage/gather/rlb01_20091218084517|18.12.2009 08:44:48|18.12.2009 08:49:02|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20091218084517|NI|null|AK|18.12.2009 08:44:48|null|null|null
729|http://www.welterbe-oberes-mittelrheintal.de/|null|J|4320|null|/storage/gather/rlb01_20091218084817|18.12.2009 08:47:46|18.12.2009 08:58:57|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20091218084817|NI|null|AK|18.12.2009 08:47:46|null|null|null
730|http://www.stadt-neuwied.de/2338.html|null|N|null|1|/storage/gather/rlb01_20091218085118|18.12.2009 08:50:48|18.12.2009 08:51:35|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20091218085118|NI|null|AK|18.12.2009 08:50:48|null|null|null
741|http://www.literaturnet.uni-koblenz.de/|TT002234354|J|8640|null|/storage/gather/rlb01_20091221165319|21.12.2009 16:53:02|03.01.2014 14:00:17|03.01.2014 14:11:26|null|S |5433284|AK|21.12.2009 16:53:02|null|null|null
747|http://www.friesenhagener-geschichte.de/|null|J|8640|null|/storage/gather/rlb01_20091221172819|21.12.2009 17:27:35|21.12.2009 17:28:22|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20091221172819|NI|null|AK|21.12.2009 17:27:35|null|null|null
882|http://www.viedel.de/|null|J|8640|null|/storage/gather/rlb01_20100118174613|18.01.2010 17:45:46|18.01.2010 19:00:49|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20100118174613|NI|null|AK|18.01.2010 17:45:46|null|null|null
906|http://www.inschriften-online.de/|null|J|8640|null|/storage/gather/rlb01_20100120112714|20.01.2010 11:26:36|20.01.2010 12:07:58|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20100120112714|NI|null|AK|20.01.2010 11:26:36|null|null|null
961|http://www.neuwied.de/|HT016378280|J|8640|null|/storage/gather/rlb01_20100201161214|02.06.2010 08:40:06|10.01.2015 05:51:03|10.01.2015 12:51:01|null|S |5948044|AK|01.02.2010 16:11:19|null|null|null
981|http://www.lbz-rlp.de/cms/landeskunde/lahnwein/bibliographie/index.html|HT014877309|J|4320|6|/storage/gather/rlb01_20100525074114|27.05.2013 10:09:27|10.12.2014 10:11:00|10.12.2014 10:12:56|null|S |5915214|AK|25.05.2010 07:40:08|null|null|null
1001|www.hochwasser-rlp.de|TT002234573|J|4320|6|/storage/gather/rlb01_20100527085114|27.05.2013 10:09:57|10.12.2014 11:40:49|10.12.2014 11:53:57|null|S |5915316|AK|27.05.2010 08:50:41|null|null|null
1163|http://www.mbwjk.rlp.de/|HT018296640|J|4320|60|/storage/gather/rlb01_20110621122217|20.06.2014 17:32:33|26.06.2013 16:10:47|18.06.2014 11:47:59|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20110621122217|IF|null|DA|21.06.2011 12:21:44|N|J|wird unter anderer URL eingesammelt: www.mbwwk.rlp.de
1063|www.simmern.de|null|J|4320|null|/storage/gather/rlb01_20101228152414|28.12.2010 15:24:02|28.12.2010 15:58:45|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20101228152414|NI|null|AK|28.12.2010 15:24:02|null|null|null
1065|www.vfhkampbornhofen.de/|null|J|4320|null|/storage/gather/rlb01_20101230100514|30.06.2011 17:13:25|30.06.2011 17:18:12|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20101230100514|NI|null|AK|30.12.2010 10:04:50|null|null|null
1066|http://www.petra-schier.de/|null|J|8640|null|/storage/gather/rlb01_20101230100814|30.12.2010 10:07:27|30.12.2010 10:56:17|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20101230100814|NI|null|AK|30.12.2010 10:07:27|null|null|null
1081|http://www.markovic-koblenz.de/|null|J|8640|null|/storage/gather/rlb01_20110104104615|04.01.2011 10:45:43|04.01.2011 10:50:59|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20110104104615|NI|null|AK|04.01.2011 10:45:43|null|null|null
1082|http://www.landschaftsmuseum-westerwald.de/|null|J|4320|null|/storage/gather/rlb01_20110104145414|04.01.2011 14:53:24|04.01.2011 20:20:35|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20110104145414|NI|null|AK|04.01.2011 14:53:24|null|null|null
1083|http://www.weiseler-geschichte.de/|HT016652133|J|4320|6|/storage/gather/rlb01_20110104145415|27.05.2013 10:10:12|10.12.2014 10:50:57|10.12.2014 11:03:30|null|S |5915257|AK|04.01.2011 14:54:00|null|null|null
1422|http://www.medienerleben.de/|HT017446930|J|4320|null|/storage/gather/rlb01_20121107165018|08.11.2012 11:37:42|15.12.2013 10:41:07|18.06.2013 11:35:13|null|GF|5162347|AK|07.11.2012 08:29:59|null|null|null
1182|www.lbz-rlp.de|HT016373165|J|4320|null|/storage/gather/rlb01_20110630111518|12.07.2011 09:16:55|17.02.2015 12:31:04|29.08.2014 19:04:39|null|GF|5751933|AK|30.06.2011 11:14:28|null|null|null
1442|www.stadt-mainz.de/|HT017473902|J|4320|6|/storage/gather/rlb01_20121129084017|21.12.2012 16:09:45|19.12.2014 13:40:52|30.12.2014 13:33:20|null|S |5941881|AK|29.11.2012 08:40:02|null|null|null
1443|http://www.brigitte-zander.de/|null|J|4320|null|/storage/gather/rlb01_20121129085017|29.11.2012 08:41:53|29.11.2012 09:10:42|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20121129085017|NI|null|AK|29.11.2012 08:41:53|null|null|null
1462|www.koblenz.de|HT017484467|J|4320|6|/storage/gather/rlb01_20121203142021|21.08.2013 18:10:39|23.12.2014 23:40:50|30.12.2014 12:34:46|null|S |5941879|AK|03.12.2012 14:13:20|N|J|null
224|http://www.buga2011-koblenz.de/|HT015398223|J|4320|6|/storage/gather/rlb01_20080111113906|27.05.2013 10:12:11|15.12.2013 11:41:08|18.06.2013 12:31:42|null|GF|5162357|AK|11.01.2008 11:38:14|null|null|null
1482|http://www.ihk-koblenz.de/|HT017538754|J|4320|6|/storage/gather/rlb01_20130207085026|20.06.2013 07:40:47|08.02.2013 01:41:14|08.02.2013 11:41:41|Bis zur Genehmigung|S |4943602|DA|07.02.2013 08:44:45|null|null|null
1502|www.zirp.de|null|J|4320|null|/storage/gather/rlb01_20130218142024|18.02.2013 14:12:51|26.02.2013 16:50:46|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20130218142024|NI|null|AK|18.02.2013 14:12:51|null|null|null
1542|www.lgb-rlp.de|null|J|4320|null|/storage/gather/rlb01_20130321123021|21.03.2013 12:27:23|21.03.2013 13:40:48|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20130321123021|NI|null|AK|21.03.2013 12:27:23|null|null|null
1562|www.landeshauptarchiv.de|TT002234345|J|4320|100|/storage/gather/rlb01_20130513114024|16.08.2013 10:19:20|27.01.2015 16:00:49|27.01.2015 16:31:53|null|S |5976284|AK|13.05.2013 11:30:21|null|null|null
1563|www.pthv.de|null|J|4320|6|/storage/gather/rlb01_20130513114025|27.05.2013 10:10:40|18.06.2013 11:30:51|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20130513114025|NI|null|AK|13.05.2013 11:30:52|null|null|null
1582|http://www.ieg-ego.eu/|null|J|4320|6|/storage/gather/rlb01_20130516142021|27.05.2013 10:10:55|18.06.2013 11:30:52|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20130516142021|NI|null|AK|16.05.2013 14:14:45|null|null|null
1602|www.rudolf-frank.net|HT017682613|J|8640|6|/storage/gather/rlb01_20130607073020|15.08.2013 16:17:55|02.06.2014 08:20:44|05.06.2014 11:42:36|null|S |5631432|AK|07.06.2013 07:23:12|null|null|null
1662|http://www.landtag.rlp.de/|HT018296675|J|4320|6|/storage/gather/rlb01_20131218091021|12.12.2014 16:28:05|15.12.2014 01:00:55|null|null|GF|null|AK|18.12.2013 09:04:19|N|J|null
1742|https://www.innovationspreis-rlp.de|null|J|8640|60|/storage/gather/rlb01_20140627085021|27.06.2014 08:48:02|27.06.2014 09:40:43|null|null|GS|null|AK|27.06.2014 08:48:02|N|J|null
101|www.freimaurerei.de/?zum-felsentempel-idar-oberstein|HT015350249|J|8640|null|/storage/gather/rlb01_20071120083805|27.07.2011 15:13:02|17.08.2014 10:00:30|17.08.2014 10:12:11|null|S |5742434|AK|20.11.2007 08:37:06|null|null|null
725|http://zeitzeugen.bildung-rp.de/|null|J|4320|null|/storage/gather/rlb01_20091218081617|18.12.2009 08:15:24|30.06.2011 17:36:16|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20091218081617|NI|null|AK|18.12.2009 08:15:24|null|null|null
201|www.dirx.de|HT010611993|J|4320|null|/storage/gather/rlb01_20080107144906|08.07.2011 16:45:05|13.10.2014 13:10:34|13.10.2014 13:22:33|null|S |5824607|AK|05.01.2008 14:48:34|null|null|null
241|http://www.asg-altenkirchen.de|HT015402720|J|8640|null|/storage/gather/rlb01_20080116134105|16.01.2008 13:54:36|15.12.2013 16:10:49|17.12.2013 15:51:59|null|S |5423869|AK|16.01.2008 13:40:47|null|null|null
242|http://www.mc-rohrer-kaeuzchen.de/|HT015402734|J|8640|null|/storage/gather/rlb01_20080116134306|16.01.2008 14:02:34|10.12.2014 14:50:34|12.12.2014 11:52:35|null|S |5917339|AK|16.01.2008 13:42:40|null|null|null
381|http://www.caltim.com/reichenstein/|HT015739902|J|4320|6|/storage/gather/rlb01_20081119113210|27.05.2013 10:11:12|10.12.2014 12:00:43|10.12.2014 12:12:34|null|S |5915321|AK|19.11.2008 11:31:30|null|null|null
244|www.feuerwehr-elgendorf.com|HT015402766|J|8640|null|/storage/gather/rlb01_20080116134906|18.05.2012 14:44:04|14.06.2014 16:40:33|17.06.2014 16:54:52|null|S |5647871|AK|16.01.2008 13:48:43|null|null|null
421|http://www.demokratiegeschichte.eu/index.php?id=297|HT015844763|J|24000|1|/storage/gather/rlb01_20090225082408|15.05.2012 12:35:09|26.04.2012 12:15:29|26.04.2012 12:16:06|IF; Dublette; Site ist enthalten in URL_ID 422; DA 15.05.2012 v. Kuss|IF|2833543|DA|25.02.2009 08:24:00|null|null|null
441|http://www.survivalinwwii.com/|HT015884179|J|8640|null|/storage/gather/rlb01_20090401085909|01.04.2009 09:05:42|06.04.2014 09:10:26|31.03.2014 13:51:48|null|S |5560069|AK|01.04.2009 08:58:21|null|null|null
481|http://www.arenberg-info.de/|HT015907182|J|4320|6|/storage/gather/rlb01_20090421150208|27.05.2013 10:11:26|09.12.2014 16:00:35|09.12.2014 16:13:20|null|S |5915187|AK|21.04.2009 15:01:45|null|null|null
542|www.ausweichsitz.de|null|J|8640|null|/storage/gather/rlb01_20090525151410|25.05.2009 15:58:59|25.05.2009 15:14:19|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20090525151410|NI|null|AK|25.05.2009 15:13:17|null|null|null
544|http://www.funky-forms.de/|null|J|8640|null|/storage/gather/rlb01_20090525151510|25.05.2009 15:14:54|25.05.2009 15:15:19|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20090525151510|NI|null|AK|25.05.2009 15:14:54|null|null|null
545|http://www.pommern-mosel.de/|HT015968076|J|4320|6|/storage/gather/rlb01_20090525164009|27.05.2013 10:11:42|17.12.2014 17:00:36|30.12.2014 11:42:20|null|S |5941873|AK|25.05.2009 16:40:01|null|null|null
621|http://www.berndkaster.de/|null|J|4320|null|/storage/gather/rlb01_20090617143211|17.06.2009 14:31:45|17.06.2009 14:32:13|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20090617143211|NI|null|AK|17.06.2009 14:31:45|null|null|null
727|http://www.waellipedia.de/|null|J|8640|null|/storage/gather/rlb01_20091218084416|18.12.2009 08:43:20|18.12.2009 20:39:53|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20091218084416|NI|null|AK|18.12.2009 08:43:20|null|null|null
731|http://www.rheinhunsrueck-bild.de/|null|J|8640|null|/storage/gather/rlb01_20091218124220|18.12.2009 12:41:42|18.12.2009 12:42:29|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20091218124220|NI|null|AK|18.12.2009 12:41:42|null|null|null
746|http://www.politische-bildung-rlp.de/|null|J|4320|null|/storage/gather/rlb01_20091221172618|21.12.2009 17:25:36|20.12.2011 02:28:07|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20091221172618|NI|null|AK|21.12.2009 17:25:36|null|null|null
822|www.pbh-film.de|null|J|8640|null|/storage/gather/rlb01_20110630130313|06.01.2010 09:02:41|08.07.2011 12:02:51|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20110630130313|NI|null|AK|06.01.2010 09:02:41|null|null|null
824|http://www.rhein-lahn-info.de/geschichte/rhein-lahn/lahnwein.htm|HT014877309|J|8640|null|/storage/gather/rlb01_20100106150513|16.05.2012 11:35:28|14.05.2012 07:40:28|06.05.2010 08:05:54|Site ex. nicht mehr; ersetzt durch URL_ID 981, Dublette! ; DA Kuss 16.05.2012|GF|3771188|DA|06.01.2010 15:05:02|null|null|null
922|http://www.alemannia-judaica.de/rheinland-pfalz_friedhoefe.htm|null|J|4320|null|/storage/gather/rlb01_20100125172914|25.01.2010 17:29:00|26.01.2010 07:07:04|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20100125172914|NI|null|AK|25.01.2010 17:29:00|null|null|null
923|http://www.alemannia-judaica.de/rheinland-pfalz_friedhoefe2.htm|null|J|4320|null|/storage/gather/rlb01_20100125173015|25.01.2010 17:29:13|26.01.2010 07:07:11|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20100125173015|NI|null|AK|25.01.2010 17:29:13|null|null|null
942|http://www.ea-aw.de/|null|J|8640|null|/storage/gather/rlb01_20100126115314|26.01.2010 11:52:25|26.01.2010 13:21:32|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20100126115314|NI|null|AK|26.01.2010 11:52:25|null|null|null
1061|http://www.beratung-neuwied.de/branchenbuch_kindeswohl/index.html|null|J|4320|null|/storage/gather/rlb01_20101228134414|28.12.2010 13:43:45|28.12.2010 13:45:06|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20101228134414|NI|null|AK|28.12.2010 13:43:45|null|null|null
1062|http://www.kunst-im-gruenen.de/de/traubenmeise.shtml|null|N|null|null|/storage/gather/rlb01_20101228134514|28.12.2010 13:44:54|28.12.2010 13:51:52|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20101228134514|NI|null|AK|28.12.2010 13:44:54|null|null|null
1064|http://www.stadtwiki-koblenz.de/wiki/Stadtwiki_Koblenz|null|J|8640|null|/storage/gather/rlb01_20101229134518|29.12.2010 13:44:56|29.12.2010 13:53:56|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20101229134518|NI|null|AK|29.12.2010 13:44:56|null|null|null
1101|http://zeitzeugen.bildung-rp.de/|null|J|8640|null|/storage/gather/rlb01_20110404143116|04.04.2011 14:30:43|30.06.2011 17:10:21|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20110404143116|NI|null|AK|04.04.2011 14:30:43|null|null|null
1161|http://www.klosterlexikon-rlp.de/|HT017174206|J|4320|6|/storage/gather/rlb01_20120427095526|27.05.2013 10:09:42|15.12.2013 16:10:49|17.12.2013 16:22:47|null|S |5423875|AK|21.06.2011 09:43:47|null|null|null
1343|www.hno-forum-info.de|HT017365455|J|4320|null|/storage/gather/rlb01_20120827100955|27.08.2012 10:08:41|21.02.2014 17:10:40|26.08.2013 14:42:09|null|GF|5264321|AK|27.08.2012 10:08:41|null|null|null
1402|www.Rheinland-Pfalz-macht-Geschichte.de|HT017420278|J|4320|null|/storage/gather/rlb01_20121016112018|16.10.2012 11:17:19|06.10.2014 13:10:42|06.10.2014 13:22:39|null|S |5816363|AK|16.10.2012 11:17:19|null|null|null
1523|http://www.auf-geschichte-bauen.de/|null|J|8640|null|/storage/gather/rlb01_20130221140024|21.02.2013 13:53:33|26.02.2013 16:50:48|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20130221140024|NI|null|AK|21.02.2013 13:53:33|null|null|null
1543|www.landesrecht.rlp.de/|null|J|4320|0|/storage/gather/rlb01_20130321150019|21.03.2013 14:50:23|21.03.2013 15:00:52|null|/exlibris/dtl/j3_1/digitool/home/profile/units/RLB01/load/toload_rlb01_20130321150019|NI|null|AK|21.03.2013 14:50:23|null|null|null
1642|http://www.rlb.de/edoweb/wiatlas/Wirtschaftsatlas.htm|HT017754517|N|0|6|/storage/gather/rlb01_20130828112024|30.08.2013 07:03:48|28.08.2013 11:50:53|30.08.2013 07:24:12|null|S |5269121|AK|28.08.2013 11:13:04|N|N|null
1723|isim.rlp.de|HT018296645|J|4320|6|/storage/gather/rlb01_20140610105024|12.12.2014 16:27:23|13.12.2014 08:00:48|13.12.2014 11:10:32|null|S |5918974|AK|10.06.2014 10:40:51|N|J|null
1725|http://www.mjv.rlp.de/|HT018296616|J|4320|6|/storage/gather/rlb01_20140610105027|12.12.2014 16:26:48|13.12.2014 11:40:42|30.12.2014 13:41:58|null|S |5941883|AK|10.06.2014 10:43:18|N|J|null
1726|msagd.rlp.de|HT018296603|J|4320|6|/storage/gather/rlb01_20140610105028|12.12.2014 16:26:28|13.12.2014 04:20:45|13.12.2014 07:07:22|null|S |5918972|AK|10.06.2014 10:43:31|N|J|null
1727|http://www.mwkel.rlp.de/|HT018296597|J|4320|60|/storage/gather/rlb01_20140610105030|17.06.2014 09:41:04|09.12.2014 03:50:43|09.12.2014 17:33:42|null|S |5915191|AK|10.06.2014 10:43:44|N|J|null
1728|http://mulewf.rlp.de/|HT018296587|J|4320|6|/storage/gather/rlb01_20140618111023|12.12.2014 16:26:02|20.06.2014 15:00:42|null|null|GF|5647860|AK|10.06.2014 10:43:56|N|J|null
1729|http://mifkjf.rlp.de/|HT018296571|J|4320|6|/storage/gather/rlb01_20140618112023|12.12.2014 16:25:38|20.06.2014 15:00:43|null|null|GF|5647857|AK|10.06.2014 10:44:16|N|J|null
1730|http://www.stk.rlp.de/|TT002234858|J|4320|60|/storage/gather/rlb01_20140610105035|18.06.2014 13:59:14|10.06.2014 10:51:03|18.06.2014 13:31:57|null|S |5647914|DA|10.06.2014 10:44:29|N|J|wir unter anderer URL gesammelt: www.rlp.de
